id,year,section,authors,title,citation,type,language,tags,note,verification,links
src_kadyi_soap_embedding_1879,1879,primary,Henryk Kadyi,Seife als Einbettungsmasse beim Anfertigen mikroskopischer Schnitte,"Henryk Kadyi, “Seife als Einbettungsmasse beim Anfertigen mikroskopischer Schnitte,” Zoologischer Anzeiger 2, no. 37 (1879): 476–479.",technical article,German,"Poland; Lviv; Leipzig; embedding; soap; microscopic sections; preparation technique","An explicitly section-making technical paper by the Polish anatomist Henryk Kadyi on soap as an embedding medium for microscopic sections. Modern scholarship on Kadyi's preparatory techniques independently verifies the citation and treats the method as part of his microscopic-preparation work. This row is limited to the 1879 microscopic-section method and does not conflate Kadyi's later paraffin preservation of larger anatomical preparations with microscope slides.",verified,"PubMed verification: https://pubmed.ncbi.nlm.nih.gov/41061083/; Journal of the History of Collections citation: https://academic.oup.com/jhc/article/35/1/91/6397697"
src_kram_myxomycetes_slides_2026,2026,primary,"Instytut Botaniki im. W. Szafera PAN",Zbiory śluzowców – KRAM M,"Instytut Botaniki im. W. Szafera PAN, “Zbiory śluzowców – KRAM M,” current collection record (2026).",institutional collection record,Polish,"Poland; Kraków; KRAM; myxomycetes; permanent slides; Rostafiński; Raciborski; exchange; types","The KRAM M myxomycete collection explicitly includes about 3,000 permanent microscopic preparations. Its historical layer includes material associated with Józef Rostafiński, Marian Raciborski, J. Krupa and H. Krzemieniewska and was enlarged through exchange or donation involving A. Lister, Ch. Meylan, J. Schroeter and C. Torrend. The slide count remains separate from numbered and unnumbered herbarium units.",verified,"Institute of Botany PAS: https://botany.pl/pl/research-results-pl/national-biodiversity-collection-herbarium-kram-pl; RCIN collection: https://rcin.org.pl/dlibra/collectiondescription/547?language=pl&p=0"
src_umcs_entomology_slides_2026,2026,primary,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie",Kolekcja entomologiczna,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, “Kolekcja entomologiczna,” current collection record (2026).",institutional collection record,Polish,"Poland; Lublin; entomology; Thysanoptera; Aphididae; 11000 preparations; exchange; teaching collection","UMCS reports more than one million scientific entomological specimens in several preservation forms, including 11,000 microscopic preparations. Rich Thysanoptera and Aphididae holdings are specifically stored as microscopic preparations. The collection began with the university's establishment in 1944 and grew through research and international exchange; the preparation count is not merged with dry or wet specimens.",verified,"UMCS: https://www.umcs.pl/pl/kolekcja-entomologiczna%2C22223.htm"
src_hemipteron_slides_2019,2019,primary,"Uniwersytet Śląski w Katowicach",Pluskwiaki online. Projekt cyfrowej entomologicznej bazy danych HEMIPTERON,"Uniwersytet Śląski w Katowicach, “Pluskwiaki online. Projekt cyfrowej entomologicznej bazy danych HEMIPTERON,” web article, 2019 (text from Gazeta Uniwersytecka UŚ 2018, no. 1 [261]).",institutional collection / digitization record,Polish,"Poland; Katowice; Hemiptera; aphids; scale insects; microscopic slides; labels; digitization; type material","The University of Silesia Hemiptera collection contains more than 9,000 aphids as microscopic preparations and more than 9,000 scale insects in the same form, alongside pinned specimens and amber inclusions. The digitization project scans microscopic preparations while checking each label's taxonomic, locality, date and collector information, making the slide-label unit central to collection control rather than treating digitization as a substitute for the objects.",verified,"University of Silesia: https://us.edu.pl/pluskwiaki-online-projekt-cyfrowej-entomologicznej-bazy-danych-hemipteron/; HEMIPTERON: https://hemipteron.us.edu.pl/"
src_nm_prague_diptera_slides_2026,2026,primary,"Národní muzeum Praha",Entomologické sbírky – Diptera (dvoukřídlí),"Národní muzeum Praha, “Entomologické sbírky – Diptera (dvoukřídlí),” current collection record (2026).",institutional collection record,Czech,"Czechia; Prague; Diptera; Psychodidae; microscope slides; Canada balsam; 30000 preparations; type material","The National Museum Diptera subcollection separately reports more than 250,000 dry specimens, extensive alcohol material and 30,000 microscopic preparations. Jan Ježek's Psychodidae material is explicitly preserved in ethanol and as microscope slides in Canada balsam, comprising more than 21,000 specimens including 785 types. These namespaces remain distinct.",verified,"Národní muzeum: https://www.nm.cz/sbirky/entomologicke-sbirky-diptera-dvoukridli"
src_nm_prague_hemiptera_slides_2026,2026,primary,"Národní muzeum Praha",Entomologická sbírka – Hemiptera,"Národní muzeum Praha, “Entomologická sbírka – Hemiptera,” current collection record (2026).",institutional collection record,Czech,"Czechia; Prague; Hemiptera; scale insects; whiteflies; microscope slides; systematic collection","The Hemiptera holdings explicitly include 1,900 microscopic slides of scale insects (about 120 species) and 781 whitefly preparations (27 species). The museum distinguishes these slide-box collections from the much larger dry, alcohol-preserved and other Hemiptera holdings, so the two microscopic-preparation counts are preserved separately.",verified,"Národní muzeum: https://www.nm.cz/sbirky/entomologicka-sbirka-hemiptera; English mirror: https://publikace.nm.cz/en/collections/entomological-collection-hemiptera"
src_nm_prague_small_orders_slides_2026,2026,primary,"Národní muzeum Praha",Entomologické sbírky – malé řády,"Národní muzeum Praha, “Entomologické sbírky – malé řády,” current collection record (2026).",institutional collection record,Czech,"Czechia; Prague; Thysanoptera; lice; Uzel; Pfleger; Rosický; historical microscope preparations","Within the museum's small-insect-order holdings, the historical microscopic-preparation collection of J. Uzel's Thysanoptera is singled out together with mounted Amblycera/Ischnocera material by K. Pfleger and Anoplura preparations by B. Rosický. No numerical slide total is supplied, so none is inferred from the collection's broader specimen count.",verified,"Národní muzeum: https://www.nm.cz/sbirky/entomologicke-sbirky-male-rady"
lit_masaryk_histology_atlas_2018,2018,research,"Petr Vaňhara; Miroslava Sedláčková; Irena Lauschová; Jana Dumková; Veronika Sedláková; Svatopluk Čech; Aleš Hampl",Histologický atlas LF MU,"Petr Vaňhara et al., “Histologický atlas LF MU,” Portál Lékařské fakulty Masarykovy univerzity, 2018.",teaching collection publication,Czech,"Czechia; Brno; histology; teaching slides; archival preparations; generations of students; microphotography","The atlas explicitly identifies its underlying preparations as a unique study collection made at the Institute of Histology and Embryology over previous decades and used by many generations of medical students. It is admitted for that documented physical teaching-slide archive; the digital micrographs are an access layer and are not treated as replacement objects.",verified,"Masaryk University Faculty of Medicine: https://portal.med.muni.cz/clanek-673-histologicky-atlas-lf-mu.html"
src_hnm_pantocsek_diatoms_2026,2026,primary,"Magyar Természettudományi Múzeum",Algagyűjtemény: Pantocsek József kovamoszat-preparátumai,"Magyar Természettudományi Múzeum, “Algagyűjtemény,” current collection record (2026), Pantocsek József diatom preparations.",institutional collection record,Hungarian,"Hungary; Budapest; diatoms; Pantocsek József; 918 preparations; war loss; surviving collection","The museum identifies József Pantocsek's 918 diatom preparations as the most valuable microscopic component of its algae collection. Those surviving preparations represent only about one fifth of Pantocsek's original collection, the remainder having been destroyed during the Second World War. The record therefore documents both a bounded slide corpus and catastrophic collection loss.",verified,"Hungarian Natural History Museum: https://www.nhmus.hu/algagyujtemeny/"
src_bakony_tardigrade_slides_2026,2026,primary,"MTM Bakonyi Természettudományi Múzeum",Medveállatka Gyűjtemény,"MTM Bakonyi Természettudományi Múzeum, “Medveállatka Gyűjtemény,” in Gerinctelen zoológiai gyűjtemény, current collection record (2026).",institutional collection record,Hungarian,"Hungary; Bakony; Tardigrada; slide catalogue; 211 slides; Iharos Gyula Alfonz; types","This collection is catalogued explicitly by microscope slide (`tárgylemez`): 211 slides, including 11 Bakony holotypes and one paratype, from material collected and identified by Gyula Alfonz Iharos between 1943 and 1967. The unit of record is the slide itself, making this an unusually clean collection-register case.",verified,"Bakony Museum: https://bakonymuzeum.nhmus.hu/hu/gyujtemenyek/gerinctelen_zoologia"
src_bakony_diatom_slides_2026,2026,primary,"MTM Bakonyi Természettudományi Múzeum",Algagyűjtemény: kovaalga gyűjtemény,"MTM Bakonyi Természettudományi Múzeum, “Algagyűjtemény,” in Botanikai gyűjtemény, current collection record (2026).",institutional collection record,Hungarian,"Hungary; Bakony; diatoms; slides; Kol Erzsébet; Vida László; 499 preparations; documentation","The algae subcollection distinguishes 723 liquid algae preparations from a 499-preparation diatom collection. The diatom slides were made by László Vida from Erzsébet Kol's preserved material and are described as prepared, identified and documented. The 499 slide-preparation count is therefore not merged with the liquid-preparation holdings.",verified,"Bakony Museum: https://bakonymuzeum.nhmus.hu/hu/gyujtemenyek/botanikai_gyujtemeny"
src_antipa_suciu_flea_slides_2026,2026,primary,"Muzeul Național de Istorie Naturală Grigore Antipa",Colecţia științifică de Siphonaptere Maria Suciu,"Muzeul Național de Istorie Naturală Grigore Antipa, “Colecţia științifică de Siphonaptere,” current collection record (2026).",institutional collection record,Romanian,"Romania; Bucharest; Siphonaptera; Maria Suciu; 1740 microscopic preparations; handwritten register; doctoral research","Maria Suciu's flea collection contains 1,740 microscopic preparations holding 1,999 specimens, separately from 2,074 alcohol-preserved specimens. The entire collection is accompanied by Suciu's handwritten evidence register with species data and was assembled during her doctoral research. The preparation count and specimen count remain distinct.",verified,"Grigore Antipa National Museum: https://antipa.ro/colectiientomologice/alte-ordine-de-insecte/"
src_antipa_knechtel_thrips_slides_2026,2026,primary,"Muzeul Național de Istorie Naturală Grigore Antipa",Colecţia științifică de Thysanoptere W. K. Knechtel,"Muzeul Național de Istorie Naturală Grigore Antipa, “Colecţia științifică de Thysanoptere,” current collection record (2026).",institutional collection record,Romanian,"Romania; Bucharest; Thysanoptera; Knechtel; slide-coverslip preparations; 3275 specimens; 177 types; transfer","The Knechtel Thysanoptera reference collection is explicitly composed of slide-and-coverslip preparations (`preparate lamă-lamelă`). It contains 3,275 specimens, of which 177 are types, and was transferred from the Institute of Biology in Bucharest to the museum in 2010 after revision. The museum gives a specimen count within a slide-mounted collection, not a slide count; the row preserves that distinction.",verified,"Grigore Antipa National Museum: https://antipa.ro/colectiientomologice/alte-ordine-de-insecte/"
src_antipa_chironomidae_slides_2026,2026,primary,"Muzeul Național de Istorie Naturală Grigore Antipa",Colecţia de Chironomidae Botnariuc–Albu,"Muzeul Național de Istorie Naturală Grigore Antipa, “Colecţia de Chironomidae,” current collection record (2026).",institutional collection record,Romanian,"Romania; Bucharest; Chironomidae; Botnariuc; Albu; 1831 slides; wet specimens; mid twentieth century","The Chironomidae collection organized by Nicolae Botnariuc and Paula Albu in the mid-twentieth century contains 1,831 slide preparations alongside alcohol-preserved larvae and adults. The source explicitly names 1,831 `lame`, allowing the physical slide total to remain independent of the wet material.",verified,"Grigore Antipa National Museum: https://antipa.ro/colectiientomologice/colectia-de-diptere/"
src_antipa_manolache_homoptera_slides_2026,2026,primary,"Muzeul Național de Istorie Naturală Grigore Antipa",Colecţia de homoptere Constantin Manolache,"Muzeul Național de Istorie Naturală Grigore Antipa, “Colecţia de homoptere,” current collection record (2026).",institutional collection record,Romanian,"Romania; Bucharest; Homoptera; Constantin Manolache; 4016 microscopic preparations; donation; reference collection","The museum's Homoptera holdings include a collection of 4,016 microscopic preparations organized by Constantin Manolache at the Bucharest Agronomic Institute and donated by his wife in 1980, plus a separate collection of 868 specimens assembled by Margareta Cantoreanu. The two material/count classes are kept separate.",verified,"Grigore Antipa National Museum: https://antipa.ro/colectiientomologice/colectiile-de-hemiptere/"
src_buc_palynotheca_2026,2026,primary,"Grădina Botanică D. Brandza, Universitatea din București",Herbarul BUC: palinoteca,"Grădina Botanică “D. Brandza,” Universitatea din București, “Herbarul BUC,” current collection record (2026), palinoteca.",institutional collection record,Romanian,"Romania; Bucharest; palynotheca; pollen; microscopic preparations; herbarium; database; digitization","Beyond its dry herbarium holdings, BUC explicitly maintains a palynotheca composed of microscopic preparations containing pollen samples. The collection is undergoing re-inventory, database entry and digitization. No palynotheca count is exposed, so the much larger herbarium total is not repurposed as a slide count.",verified,"University of Bucharest Botanical Garden: https://gradina-botanica.unibuc.ro/herbarul-buc/"
src_croatia_national_diatoms_2019,2019,primary,"Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu",Hrvatska nacionalna zbirka dijatomeja,"Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu, “Predstavljena Hrvatska nacionalna zbirka dijatomeja,” 9 December 2019.",institutional collection record,Croatian,"Croatia; Zagreb; diatoms; permanent microscopic preparations; national collection; type material; collection state","The Croatian National Diatom Collection, established in 2018, is explicitly a collection of permanent microscopic preparations from Croatian diatom samples. The 2019 launch page reported more than 6,000 preparations and continuing addition of type material. A current institutional history page now states more than 4,000 preparations; the bibliography records the dated 2019 state and flags the later count discrepancy rather than normalizing the two live statements into one total.",verified,"2019 Faculty of Science record: https://www.pmf.unizg.hr/biol/izdvajamo?%40=1ljdd; current history page: https://camen.pmf.unizg.hr/biol/en/about_us/history"
lit_upjs_histology_archive_2023,2023,research,"Iveta Domoráková; Štefan Tóth; Zuzana Fagová; Eva Mechírová; Alexandra Kunová; Kristína Čurgali; Viera Eliášová; Monika Holodová; Marianna Danková",Základy histológie II. Učebnica a atlas mikroskopickej anatómie orgánov,"Iveta Domoráková et al., Základy histológie II. Učebnica a atlas mikroskopickej anatómie orgánov (Košice: ŠafárikPress, 2023), 433 pp.",teaching collection publication,Slovak,"Slovakia; Košice; histology; archived preparations; practical teaching; medical students; microphotography","The 433-page Slovak textbook/atlas states that all histological preparations reproduced in it come from the archive of the Institute of Histology and Embryology and are used in practical classes and teaching presentations. It is admitted for the explicit physical teaching-preparation archive underlying the publication, while its digital images remain derivative access media.",verified,"ŠafárikPress / UPJŠ: https://unibook.upjs.sk/sk/lekarska-fakulta/1144-zaklady-histologie-ii-ucebnica-a-atlas-mikroskopickej-anatomie-organov.html; DOI: https://doi.org/10.33542/ZH2-0267-1"
