id,year,section,authors,title,citation,type,language,tags,note,verification,links
src_ferdinand_i_microscopic_preparations_1850,1850,primary,Ferdinand I of Austria,"Mikroskopische Präparate (Algen)","Ferdinand I of Austria, microscopic preparations including algal mounts, ca. 1850, Naturhistorisches Museum Wien, Archiv für Wissenschaftsgeschichte.",object collection,German,"Austria; Vienna; Ferdinand I; surviving slides; algae; object collection; royal collecting; preparation","An unusually early Austrian surviving-object record. The NHM Vienna archive explicitly identifies microscopic preparations made personally by Emperor Ferdinand I and illustrates algal preparations dated to about 1850. Admitted as a physical-slide collection record rather than as a biographical item.",verified,"Naturhistorisches Museum Wien, Dingliche Quellen: https://www.nhm.at/forschung/archiv_fuer_wissenschaftsgeschichte/sammlungen/dingliche_quellen; NHM Archiv für Wissenschaftsgeschichte: https://www.nhm-wien.ac.at/forschung/archiv_fuer_wissenschaftsgeschichte"
src_bourgogne_freres_exhibition_1862,1862,primary,"Eugène Bourgogne and Hippolyte Claude Pouilliart (Bourgogne Frères)","Préparations microscopiques d’anatomie animale et végétale","Bourgogne Frères, “Préparations microscopiques d’anatomie animale et végétale,” in Catalogue officiel, Section française, International Exhibition, London (1862), 127–128.",exhibition catalogue entry,French,"France; Paris; Bourgogne Frères; commercial preparations; exhibition; workshop; animal anatomy; botany","The official French-section catalogue describes a workshop founded in 1860 and a display devoted directly to animal- and plant-anatomy microscopic preparations. The partnership received an Honourable Mention. This is a dated commercial-production state distinct from Joseph Bourgogne's already-listed 1862 catalogue.",verified,"Bourgogne reconstruction and source list: https://www.microscopist.net/BourgogneJoseph.html"
src_bourgogne_alliot_exhibition_1867,1867,primary,"Bourgogne and C. Alliot","Préparations microscopiques d’objets d’anatomie et de botanique","Bourgogne and C. Alliot, exhibition entry for microscopic preparations, Exposition Universelle de Paris, Catalogue général, Classe 12 (Paris, 1867), 62.",exhibition catalogue entry,French,"France; Paris; Bourgogne; Alliot; commercial preparations; exhibition; anatomy; botany; medal","A slide-specific exhibition record for the Bourgogne–Alliot partnership. Contemporary exhibition documentation describes microscopic anatomical and botanical preparations and records the firm's Bronze Medal, providing a dated bridge between workshop identity and exhibited slide production.",verified,"Bourgogne reconstruction and 1867 source references: https://www.microscopist.net/BourgogneJoseph.html"
src_eugene_bourgogne_vine_aphid_1868,1868,primary,Eugène Bourgogne,"Une lettre de M. Eug. Bourgogne, fabricant de préparations pour le microscope","Eugène Bourgogne, “Une lettre de M. Eug. Bourgogne, fabricant de préparations pour le microscope,” Journal de la Société impériale et centrale d’horticulture de France (1868): 517.",letter / periodical notice,French,"France; Paris; Eugène Bourgogne; botanical slides; vine; aphids; sectioning; applied microscopy","Bourgogne describes preparations of aphid-attacked grape vines cut in several directions to show both insect development and deterioration of the wood. The item is admitted because a professional slide-maker explains what his physical preparations were designed to make visible.",verified,"Bourgogne reconstruction with full periodical reference: https://www.microscopist.net/BourgogneJoseph.html"
src_joseph_bourgogne_catalogue_1874,1874,primary,Joseph Bourgogne,"Préparations microscopiques d'anatomie et de physiologie des deux règnes organisés de la nature","Joseph Bourgogne, catalogue of Préparations microscopiques d'anatomie et de physiologie des deux règnes organisés de la nature (Paris, 1874).",trade catalogue,French,"France; Paris; Joseph Bourgogne; slide catalogue; commercial preparations; anatomy; physiology; trade","A later dedicated Bourgogne preparation catalogue, issued after his move to 2 Rue Pascal. It documents a mature commercial collection of mounted preparations and is retained separately from the already-listed 1862 catalogue as a later state of the business.",verified,"Bourgogne reconstruction: https://www.microscopist.net/BourgogneJoseph.html"
src_tempere_exchange_notices_1878,1878,primary,Jean Tempère,"Microscope-slide exchange notices in Hardwicke's Science-Gossip","Jean Tempère, exchange notices and responses, Hardwicke’s Science-Gossip 14–19 (1878–1883), beginning vol. 14 (1878): 72, 240, 264.",periodical exchange notices,English,"France; Britain; Tempère; slide exchange; circulation; amateur microscopy; postal networks; provenance","A sustained run of exchange notices preceding Tempère's large commercial series. The notices document repeated circulation through Science-Gossip; surviving slides from this phase bear receipt dates, including July 1882, and later provenance in an American collection. This supplies a pre-commercial circulation layer for Tempère's physical slides.",verified,"Tempère reconstruction and year-by-year Science-Gossip references: https://microscopist.net/Tempere.html"
src_marchand_exhibition_1878,1878,primary,Charles Marchand,"Préparations microscopiques relatives à l’anatomie comparée et à la géologie","Charles Marchand, “Préparations microscopiques relatives à l’anatomie comparée et à la géologie,” in Exposition Universelle Internationale de 1878 à Paris, Catalogue officiel, vol. 2, Section française (Paris, 1878), 34.",exhibition catalogue entry,French,"France; Paris; Charles Marchand; commercial preparations; comparative anatomy; geology; exhibition; surviving slides","A direct exhibition record for Marchand's microscopic preparations in comparative anatomy and geology. Surviving labelled Marchand slides independently demonstrate the physical output of the business, so the entry joins an official exhibition description to extant objects.",verified,"Marchand reconstruction with official catalogue citation: https://microscopist.net/MarchandC.html"
src_delogne_diatomees_belgique_1880,1880,primary,Charles-Henri Delogne,Diatomées de Belgique,"Charles-Henri Delogne, Diatomées de Belgique, fascs. I–IV, nos. 1–100 (Bruxelles: self-published, 1880–1881), with 100 microscope-slide exsiccata.",exsiccata / slide series,French,"Belgium; Brussels; Delogne; diatoms; slide series; exsiccata; numbered set; surviving slides; provenance","A Belgian numbered diatom publication consisting of four fascicles and 100 microscope slides. Modern work on Delogne's surviving material explicitly uses the original exsiccata slides and associated handwritten sample list to recover specimen provenance and typify taxa.",verified,"Schuster et al. 2023 bibliography: https://www.nhm-wien.ac.at/verlag/wissenschaftliche_publikationen/annalen_serie_b/125_2023; object-based taxonomic reconstruction: https://www.researchgate.net/publication/341901607_Observations_on_and_typification_of_Navicula_fontinalis_Grunow_Naviculaceae_Bacillariophyta"
src_van_heurck_grunow_types_1882,1882,primary,"Henri Ferdinand van Heurck and Albert Grunow",Types du Synopsis des Diatomées de Belgique,"Henri Ferdinand van Heurck and Albert Grunow, Types du Synopsis des Diatomées de Belgique: Déterminations, Notes et Diagnoses par M. A. Grunow, séries I–XXII, nos. 1–550 (Anvers: édité par l’auteur, 1882–1885), with 25 microscope slides per series.",exsiccata / slide series,French,"Belgium; Antwerp; Van Heurck; Grunow; diatoms; slide series; numbered sets; subscription; object-text; provenance","One of the strongest continental object-text publication systems. Harvard reconstructs 550 numbered strewn mounts from slide labels and printed schedules; the Iowa documentary edition shows that the Types formed the physical-slide component of the Synopsis and were issued in boxed groups of 25 with explanatory pamphlets. Dating of actual slide distribution extends into the mid-1880s, while the bibliographic series is conventionally dated 1882–1885.",verified,"Harvard Farlow Herbarium: https://diatoms.hsites.harvard.edu/heurck-grunow; University of Iowa digital Synopsis: https://sdrc.lib.uiowa.edu/algae/VanHeurck/VanHeurck1/about.htm"
src_eugene_bourgogne_catalogue_1884,1884,primary,Eugène Bourgogne,"Préparations microscopiques: histologie humaine et comparée normale et pathologique, médicale, physiologie végétale, diatomées, etc.","Eugène Bourgogne, Préparations microscopiques: histologie humaine et comparée normale et pathologique, médicale, physiologie végétale, diatomées, etc. (Paris, 1884).",trade catalogue,French,"France; Paris; Eugène Bourgogne; slide catalogue; histology; pathology; botany; diatoms; pricing; trade","A dedicated catalogue of Bourgogne's preparations covering normal and pathological comparative histology, medical material, plant physiology and diatoms. Contemporary American notice described many hundreds of preparations offered at moderate prices. The BnF catalogue independently records the publication.",verified,"BnF Catalogue général result: https://catalogue.bnf.fr/affiner.do?afficheRegroup=false&critereRecherche=&index=SUJ3&listeAffinages=FacLocal_Lcl1AGal&motRecherche=&nbResultParPage=100&numNotice=16941260&triResultParPage=0&trouveDansFiltre=NoticePUB&typeNotice=; Bourgogne reconstruction: https://www.microscopist.net/BourgogneJoseph.html"
